WEEK,COUNTY,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,COUNTY_POPULATION,COUNTY_RAW_DENSITY,COUNTY_AREA_KM2,COUNTY_WEIGHTED_DENSITY,COUNTY_URBAN_CORE_DENSITY,IS_ELECTION_YEAR,LOG_COUNTY_POPULATION,LOG_COUNTY_RAW_DENSITY,EVENTS_ROLLING_4W
2004-08-07,Baringo,Battles,Armed clash,1,1,0,0.7197,36.0185,2004,479975.8,44.800000000000004,10718.1,90.52,8113.42,0,13.081493048382647,3.8242840911201395,4
2005-04-02,Baringo,Battles,Armed clash,1,0,0,0.7197,36.0185,2005,495049.0,46.2,10718.1,95.3,8907.2,0,13.112414046550661,3.8543938925915096,4
2005-04-02,Baringo,Violence against civilians,Attack,1,11,0,0.7197,36.0185,2005,495049.0,46.2,10718.1,95.3,8907.2,0,13.112414046550661,3.8543938925915096,4
2005-04-09,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2005,495049.0,46.2,10718.1,95.3,8907.2,0,13.112414046550661,3.8543938925915096,4
2006-04-08,Baringo,Violence against civilians,Attack,1,5,0,0.7197,36.0185,2006,512897.2,47.86,10718.1,99.08,9408.1,0,13.147832663915167,3.8889590658295945,4
2007-07-21,Baringo,Battles,Armed clash,1,0,0,0.7197,36.0185,2007,530745.4,49.52,10718.1,102.86,9909.0,1,13.182039596688048,3.9223692974822906,4
2007-10-13,Baringo,Battles,Armed clash,1,2,0,0.7197,36.0185,2007,530745.4,49.52,10718.1,102.86,9909.0,1,13.182039596688048,3.9223692974822906,4
2007-11-17,Baringo,Battles,Armed clash,2,0,0,0.7197,36.0185,2007,530745.4,49.52,10718.1,102.86,9909.0,1,13.182039596688048,3.9223692974822906,4
2007-12-22,Baringo,Battles,Armed clash,1,9,0,0.7197,36.0185,2007,530745.4,49.52,10718.1,102.86,9909.0,1,13.182039596688048,3.9223692974822906,5
2007-12-22,Baringo,Protests,Peaceful protest,1,0,0,0.7197,36.0185,2007,530745.4,49.52,10718.1,102.86,9909.0,1,13.182039596688048,3.9223692974822906,5
2008-01-19,Baringo,Violence against civilians,Attack,2,1,0,0.7197,36.0185,2008,548593.6,51.18,10718.1,106.64,10409.900000000001,0,13.215115014199863,3.9546992797085823,5
2008-02-23,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2008,548593.6,51.18,10718.1,106.64,10409.900000000001,0,13.215115014199863,3.9546992797085823,6
2008-03-08,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2008,548593.6,51.18,10718.1,106.64,10409.900000000001,0,13.215115014199863,3.9546992797085823,5
2008-03-15,Baringo,Battles,Armed clash,1,17,0,0.7197,36.0185,2008,548593.6,51.18,10718.1,106.64,10409.900000000001,0,13.215115014199863,3.9546992797085823,5
2008-03-15,Baringo,Violence against civilians,Attack,1,12,0,0.7197,36.0185,2008,548593.6,51.18,10718.1,106.64,10409.900000000001,0,13.215115014199863,3.9546992797085823,5
2009-09-12,Baringo,Strategic developments,Change to group/activity,2,0,0,0.7197,36.0185,2009,566441.8,52.84,10718.1,110.42,10910.800000000001,0,13.24713138347851,3.9860166853364722,4
2011-01-15,Baringo,Violence against civilians,Attack,1,2,0,0.7197,36.0185,2011,603172.2,56.26,10718.1,116.26,11408.0,0,13.309959664980632,4.047602299669969,5
2011-12-31,Baringo,Battles,Armed clash,1,0,0,0.7197,36.0185,2011,603172.2,56.26,10718.1,116.26,11408.0,0,13.309959664980632,4.047602299669969,5
2012-02-11,Baringo,Battles,Armed clash,1,1,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,5
2012-10-20,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,5
2012-10-27,Baringo,Violence against civilians,Attack,1,2,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,4
2012-12-15,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,4
2012-12-22,Baringo,Violence against civilians,Attack,1,4,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,4
2012-12-29,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2012,622054.4,58.019999999999996,10718.1,118.32000000000001,11404.300000000001,0,13.340784435279156,4.077876369514794,4
2013-01-05,Baringo,Battles,Armed clash,1,10,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,4
2013-01-19,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,4
2013-02-02,Baringo,Battles,Armed clash,1,4,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,4
2013-02-02,Baringo,Violence against civilians,Attack,2,4,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,4
2013-03-16,Baringo,Violence against civilians,Attack,1,1,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,5
2013-03-30,Baringo,Violence against civilians,Attack,2,3,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,5
2013-04-13,Baringo,Violence against civilians,Attack,1,4,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,6
2013-04-20,Baringo,Violence against civilians,Attack,1,0,0,0.7197,36.0185,2013,640936.6,59.78,10718.1,120.38,11400.6,1,13.370687383270278,4.107260787488647,6
2014-02-08,Baringo,Riots,Violent demonstration,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-03-01,Baringo,Battles,Armed clash,1,2,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-03-08,Baringo,Battles,Armed clash,2,3,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,4
2014-03-22,Baringo,Violence against civilians,Attack,2,1,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-06-14,Baringo,Violence against civilians,Attack,3,2,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,6
2014-07-12,Baringo,Protests,Peaceful protest,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,8
2014-07-26,Baringo,Protests,Peaceful protest,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,8
2014-08-02,Baringo,Protests,Peaceful protest,2,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,7
2014-08-23,Baringo,Protests,Peaceful protest,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,7
2014-09-13,Baringo,Riots,Mob violence,1,1,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-09-20,Baringo,Protests,Peaceful protest,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-10-18,Baringo,Battles,Armed clash,1,5,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2014-10-25,Baringo,Battles,Armed clash,1,4,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,4
2014-11-01,Baringo,Battles,Armed clash,2,30,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,4
2014-12-13,Baringo,Battles,Armed clash,1,0,0,0.7197,36.0185,2014,659818.8,61.54,10718.1,122.44,11396.900000000001,0,13.399722046420019,4.135806352029695,5
2015-01-03,Baringo,Battles,Armed clash,1,1,21415,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,5
2015-02-21,Baringo,Battles,Armed clash,1,1,21415,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,5
2015-03-21,Baringo,Protests,Peaceful protest,1,0,9394,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,5
2015-04-11,Baringo,Violence against civilians,Attack,1,1,2277,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,4
2015-05-02,Baringo,Battles,Armed clash,1,36,29603,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,4
2015-05-02,Baringo,Protests,Peaceful protest,1,0,7303,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,4
2015-05-02,Baringo,Violence against civilians,Attack,1,18,29603,0.7197,36.0185,2015,678701.0,63.3,10718.1,124.5,11393.2,0,13.427937429497586,4.163559631243574,4
2016-01-30,Baringo,Violence against civilians,Attack,2,4,21875,0.7197,36.0185,2016,697403.0,65.03999999999999,10718.1,126.7,11855.400000000001,0,13.45512014879657,4.190260619051927,4
2016-10-29,Baringo,Riots,Mob violence,1,1,365,0.7197,36.0185,2016,697403.0,65.03999999999999,10718.1,126.7,11855.400000000001,0,13.45512014879657,4.190260619051927,5
2016-11-12,Baringo,Protests,Peaceful protest,1,0,6796,0.7197,36.0185,2016,697403.0,65.03999999999999,10718.1,126.7,11855.400000000001,0,13.45512014879657,4.190260619051927,5
2016-12-24,Baringo,Strategic developments,Other,2,0,0,0.7197,36.0185,2016,697403.0,65.03999999999999,10718.1,126.7,11855.400000000001,0,13.45512014879657,4.190260619051927,5
2017-02-18,Baringo,Strategic developments,Change to group/activity,1,0,0,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,6
2017-02-18,Baringo,Violence against civilians,Attack,5,8,24461,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,5
2017-02-25,Baringo,Battles,Armed clash,1,8,828,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,9
2017-03-11,Baringo,Battles,Armed clash,3,4,828,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,9
2017-03-11,Baringo,Violence against civilians,Attack,1,11,828,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,10
2017-03-18,Baringo,Battles,Armed clash,1,0,828,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,10
2017-03-25,Baringo,Battles,Armed clash,1,0,828,0.7197,36.0185,2017,716105.0,66.78,10718.1,128.9,12317.6,1,13.481583479677987,4.2162671661789055,6
